new_id,property_type,HostEmail,name,description,picture_url,neighbourhood,latitude,longitude,room_type,bathrooms_text,bedrooms,beds,accommodates,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
42,Entire rental unit,Estelle42@gmail.com,Perfect Apartment -  Amsterdam Canals - 9 Streets,"This lovely apartment is located at a beautiful and vibrant street in the centre of Amsterdam, a short distance (1 minute walk) from the Canals, the Nine Streets and the Anne Frank House. It is centrally located with a public transport stop (bus and trams) and a parking garage at the end of the street. The house has a separate living room and kitchen with all kitchen appliances, bedroom with a large double bed, bathroom with a nice hot shower, spacious toilet and large balcony. TV & Wifi free<br /><br /><b>The space</b><br />The apartment has an absolute top-location:<br /><br />- 1 minute walk from the famous Canals<br /><br />- 1 minute walk from the Nine Streets<br /><br />- 5 minute walk from Anne Frank House<br /><br />- 10 minute walk from Leidseplein (bars, clubs, coffeeshops etc.)<br /><br />- 12 minute walk from Museumplein (Rijksmuseum, van Gogh Museum, etc)<br /><br />There is a large supermarket,  a biological grocery store, a Thai food place, an Italian restaurant, a Frenc",https://a0.muscache.com/pictures/c7fa3cf2-7a5a-41f1-8685-e1305ff72629.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36952,4.88035,Entire home/apt,1.5 baths,1,1,2,"[""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Host greets you"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware""]",170,2,1125,4.83,4.83,4.83,5
43,Entire rental unit,Chun43@gmail.com,Cozy Studio in the Pijp / Next to the Albert Cuyp,"A cozy studio on the border of the center of Amsterdam, in de Pijp. Quite famous for their bars.<br /><br />3 min walk to the Sarphatipark <br />5 min walk to the metro/tramstation <br />6 min walk to the Albert Cuyp market<br />15 min walk to the Rai<br />15 min to the Heineken museum<br />15 min to the museum square <br />20 min to Leidseplein<br /><br /><b>The space</b><br />The apartment has his own personal stairway",https://a0.muscache.com/pictures/65834662-5b26-49f0-99cc-49d9c0ded443.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35115,4.89497,Entire home/apt,1.5 baths,2,3,4,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dryer"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""TV"", ""Patio or balcony""]",206,2,1125,4.5,4.88,4.75,4.88
44,Entire rental unit,Janneke44@gmail.com,"Comfortable house with balcony, Amsterdam West","Sleeping up to 2 guests in luxury surroundings, this fantastic holiday home makes the perfect choice for couples or solo-travelers in Amsterdam!<br /><br /><b>The space</b><br />This gorgeous apartment is excellently designed with your comfort in mind.<br /><br />A warm inviting living space features nice flooring throughout and deliciously contemporary furniture.<br /><br />An elegant dining table and chairs enable you to make mealtimes comfortable and it’s of course the perfect time to plan tomorrow’s adventures in town together. Prepare favourite recipes from home or why not try a little Dutch cooking with local spices from the nearby convenience stores and supermarkets. The fantastic fitted kitchen is packed with all the equipment you need to create something delicious.<br /><br />The pretty bedroom is stylishly presented and features unfussy tones to encourage restful sleep and there is ample storage for your belongings.<br /><br />The apartment also features a private bathroom fi",https://a0.muscache.com/pictures/441963ec-8a32-469b-9c32-a3a6895a480f.jpg,"Amsterdam, North Holland, Netherlands",52.3675,4.85382,Entire home/apt,1.5 baths,1,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Breakfast"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Single level home"", ""TV"", ""Patio or balcony""]",96,2,1125,4.84,5,4.95,4.22
45,Entire rental unit,Reiner45@gmail.com,Central | Bright | Clean Studio w/ WiFi @ De Pijp,"My studio apartment is located at a great location in the popular & vibrant area ""De Pijp""!  This is a lovely area with many shops & restaurants. The studio is fully equipped, clean and has fast WiFi. <br /><br />Sights at 10 - 15 min. walking distance: * Museums - Rijks, Van Gogh, Stedelijk, MoCo * Vondelpark * Anne Frank House * 9 Streets (boutique shops) * Heineken Experience.*<br /><br />You will have full access to the entire studio. A host will be available during your stay to assist you with any questions.<br /><br /><b>License number</b><br />0363 58B9 3188 9969 7Q42",https://a0.muscache.com/pictures/955c33ef-00c4-4762-a2c5-8a777dfb7c08.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35449,4.89201,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""TV"", ""Patio or balcony""]",50,5,1125,4.88,5,5,5
46,Entire rental unit,Pieter46@gmail.com,"Unique, bright apartment in the heart of Amsterdam","The apartment is located on the first floor and is part of a complex that has recently been completely renovated. It has a total of 14 windows, a bay window, and a spacious L-shaped balcony with lots of sun.<br /><br /><b>The space</b><br />The apartment is fully renovated and very well equipped. Apart from all basic necessities you will find:<br />- A hammock, to relax on the balcony<br />- Fans in the bedrooms<br />- TV with Apple TV<br />- Sonos speakers<br />- Fast WiFi<br />- Floor heating and cooling system<br />- Electric height adjustable desk<br />- A Stand Mixer, Food Processor and Quooker<br /><br /><b>Guest access</b><br />You will have complete access to all the facilities in the apartment.<br /><br /><b>License number</b><br />0363 063E 798F 0A0C CF64",https://a0.muscache.com/pictures/5ed212a3-b07f-4401-86a5-ec488742d5d2.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37161,4.9048,Entire home/apt,1.5 baths,1,1,2,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Patio or balcony""]",220,3,1125,5,5,5,5
47,Entire rental unit,Aafke47@gmail.com,Vondelpark apartment for families,"Light and spacious 2 storey apartment at the Vondelpark very centrally located. The place is situated at the 2nd and 3rd level of a characteristic Dutch house. It has a luxury open kitchen, a big living with a comfortable sofa from where you can see the trees waving in the Vondelpark.<br /><br /><b>License number</b><br />0363 E9B5 9ED8 B88F 8003",https://a0.muscache.com/pictures/adc752b2-aa35-4bc7-8f19-432dfdae9313.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35931,4.86082,Entire home/apt,1.5 baths,2,4,4,"[""Stove"", ""Hot water"", ""Wifi"", ""Babysitter recommendations"", ""Hair dryer"", ""Kitchen"", ""Lockbox"", ""Heating"", ""Cooking basics"", ""Bathtub"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""High chair"", ""Changing table"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Fireplace guards"", ""Window guards"", ""Dishes and silverware"", ""Washer""]",122,4,20,4.88,5,4.71,4.76
48,Entire serviced apartment,YAYSAmsterdamDocklands48@gmail.com,One-bedroom Comfort (4 persons) at YAYS Docklands,"YAYS Amsterdam Docklands is a brand-new building offering 85 modern serviced apartments on the Eastern Docklands of Amsterdam. They are ideal for families with children, business travellers, and groups that are looking a comfortable and peaceful stay in one of the most characteristic local neighbourhoods of Amsterdam. Stay here if you want to experience the residential vibe of Amsterdam, surrounded by many highlights.<br /><br /><b>The space</b><br />These apartments offer that bit of extra space for a family or group up to four persons to comfortably stay in. It comes with a large living area, featuring a sofa bed, large dining table and fully-equipped kitchen. As well as a separate bedroom and bathroom. The relatively large apartments ensure a great Amsterdam stay.<br /><br /><b>Guest access</b><br />Guests have access to lobby area.<br /><br /><b>Other things to note</b><br />Every guest will receive the YAYS Neighbourhood Guide during check-in. This nice little booklet including a ",https://a0.muscache.com/pictures/8956cbb6-a5cc-4690-8779-9a48803163f7.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36782,4.94606,Entire home/apt,1.5 baths,1,2,4,"[""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Dryer \u2013\u00a0In unit"", ""Bed linens"", ""Freezer"", ""Electric stove"", ""Dishwasher"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Washer \u2013\u00a0In unit"", ""Microwave"", ""Central heating"", ""High chair"", ""Body soap"", ""Coffee maker"", ""Refrigerator"", ""Building staff"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Pack \u2019n Play/travel crib"", ""Private entrance"", ""Single level home"", ""HDTV with Chromecast"", ""Central air conditioning"", ""Nespresso machine""]",244,1,999,4.85,4.84,4.68,4.44
49,Entire rental unit,Bas49@gmail.com,Comlete independent quiet studio,The studio is located in the hart of the historical center of Amsterdam in a 17th century resendential building. All main attractions such as musea etc are within walkingdistance. <br />The studio is very quiet and has a beautifull view on the Zuidertoren<br /><br /><b>Guest access</b><br />In the studio is a kitchen but it is allowed to cook your own meals. Ofcourse there is a coffee machine and a watercooker.,https://a0.muscache.com/pictures/6e77d1cb-1d5f-48d5-83cf-5735a406b485.jpg,"Amsterdam, Noord-Holland, Netherlands",52.371,4.89758,Entire home/apt,1 bath,1,1,2,"[""Long term stays allowed"", ""Kitchen"", ""Wifi"", ""Heating"", ""Essentials""]",40,2,1125,4.65,4.82,4.86,4.95
50,Entire townhouse,Elien50@gmail.com,Spacious house for family / friends,"This is a wonderful newly built family house of 125m2 home where you can completely relax with your family. It is fully equipped, also for the children. Modern furnishings, comfortable couch, comfortable large dining table, large wel equipped kitchen, floor heating, nice rug on the floor, enclosed garden to play, free parking in front of the door. And around the corner you can jump into the water from the bathing jetty. The sky is the limit!<br /><br /><b>The space</b><br />Very spacious house (125m2) that has everything you need: Entrance, staircase, 2 bedrooms with kingsize beds, 1 bedroom with toddler bed, 1 bedroom with child cot and dresser, 2 bathrooms, 3 toilets - both have an open shower & sink and 1 has a bathtub, spacious living room with comfortable couch, large open kitchen and dining room table, garden on the South side. There is also a kitchenette on the top floor that has its own coffee machine, water boiler, microwave, sink and fridge.",https://a0.muscache.com/pictures/miso/Hosting-6429875/original/f4db9f00-10e7-4d37-8f2f-cdd56b40b6f4.jpeg,"Amsterdam, Noord-Holland, Netherlands",52.40712,4.90414,Entire home/apt,2.5 baths,4,3,6,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Bathtub"", ""Baby safety gates"", ""Free street parking"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Essentials"", ""Iron"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""Outlet covers"", ""TV with standard cable"", ""Microwave"", ""High chair"", ""Changing table"", ""Coffee maker"", ""First aid kit"", ""Baby monitor"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Backyard"", ""Cable TV"", ""Private entrance"", ""Shower gel"", ""Crib""]",145,3,1125,4.97,4.97,4.94,4.69
51,Private room in rental unit,Di51@gmail.com,"Canal house, perfect location!","Amazing bright double-story canal house right in the middle of it all! A stone’s throw from Vondelpark for a walk or run, Rijks- and Van Gogh, Leidsche Plein, Anne Frank the other way, and of course the 9 Straatjes. Shops and culture walking distance - perfect for discovering Amsterdam and getting a real feel of our wonderful city!<br /><br /><b>Guest access</b><br />Lockbox, so check in and out at your leisure.",https://a0.muscache.com/pictures/6d61d320-880a-4340-a3d9-8e7aca1a5251.jpg,"Amsterdam, NH, Netherlands",52.36775,4.87863,Private room,1.5 baths,2,1,6,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Dryer"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Washer"", ""Cable TV"", ""Private entrance"", ""Crib"", ""Breakfast""]",160,2,30,4.78,4.89,4.56,5
52,Entire rental unit,NoName52@gmail.com,Deluxe home w/ sunny balcony in best area: center!,"Located 15 min away from the Van Gogh Museum and in the middle of the eastern part of the city center, this lovely apartment is ideal for those who wish to stay in luxury with an affordable wallet. This place has all amenities nearby!<br /><br /><b>The space</b><br />This warm and welcoming apartment is situated in a completely renovated old classical Amsterdam building, belonging to the “Three of Commelin"". The building is located in a 25 mtr broad street, which is unusual for Amsterdam and gives you a spacey feeling and generous light inside the house due to its large windows. The building overlooks the Tropen Museum and gives a welcoming feeling and quietness after a day full of impressions from the City itself. The beautifully detailed and stately buildings in the the street were built around 1880.  Thus, to characterize the three late nineteenth century buildings : Classic, classy and stylish. The original elements of the exterior and the interior, such as suite doors and fireplac",https://a0.muscache.com/pictures/36b96a99-d94c-4a53-ab6e-ec75df9e4f26.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36467,4.92417,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Dedicated workspace"", ""Cable TV"", ""TV with standard cable"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit"", ""Host greets you"", ""Paid parking off premises""]",135,3,1125,4.64,4.73,4.91,4.55
53,Entire residential home,Linda53@gmail.com,Cosy Apartment in Oud-West,"The apartment is situated in Oud West, a trendy area with a lot of shops & restaurants. The appt has a living room, a bedroom, a small bathroom and a kitchen. It is about 50 square meters. It is suitable for 2 persons.<br /><br /><b>The space</b><br />Cosy and charming!<br /><br /><b>Guest access</b><br />Guest have access to everything",https://a0.muscache.com/pictures/65fe751d-9cee-486f-a616-4882182bcba8.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36489,4.86496,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""TV"", ""Heating"", ""Essentials"", ""First aid kit""]",113,2,1125,4.43,4.43,3.86,4.43
54,Entire rental unit,Djoeke54@gmail.com,Renovated studio located in central Old-West area!,"Charming studio in the vibrant area Old West (35m2). Located on a nice and quiet street in one of the most bustling neighborhoods of Amsterdam.<br />The kitchen is fully furnished for visitors who enjoy cooking. If not, there are many excellent restaurants within walking distance.<br />You will stay in the middle of Amsterdam but will have a good night sleep as the neighborhood is very peaceful.<br /><br />This apartment is on the first floor of the building.<br /><br /><b>The space</b><br />The studio comes with a comfy double bed, a couch, television, table and chairs and a wasmachine. The apartment also has a toilet and bathroom.<br />There is free wifi available.<br /><br />Amsterdam has the best tap water in the world, so you can enjoy that for free! :)<br /><br /><b>Guest access</b><br />Guests have access to the entire apartment.<br /><br /><b>Other things to note</b><br />For your comfort, we will provide you with fresh made up beds and towels upon arrival. We will always provi",https://a0.muscache.com/pictures/61567cad-87dc-42a2-8beb-cb593a2efe26.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36637,4.87598,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Stove"", ""Dedicated workspace"", ""Private entrance"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Host greets you"", ""TV"", ""Essentials"", ""Heating"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Dishes and silverware""]",99,3,30,4.36,5,4.64,4.82
55,Entire rental unit,Dorus55@gmail.com,Spacious Apartment in Lively De Pijp Neighbourhood,"This very lovely apartment is located in the very lively De Pijp neighbourhood. The apartment is ideal for a couple who wish to experience Amsterdam as a true local. All of the finest that Amsterdam has to offer is within walking distance (or at least biking distance) from the apartment. The Albert Cuyp market is very close as is the lovely Sarphatipark. Also, the De Pijp neighbourhood that the apartment is in is filled with nice bars, cafes and restaurants. The City Centre is also within 10-15<br /><br /><b>The space</b><br />Spacious living room with:<br />- Very comfortable sofa to relax and watch a movie.<br />- Tv to watch the movie on;)<br />- Working/dining table.<br />- Large windows with great lighting.<br /><br />Spacious bedroom with:<br />- Large double bed. <br />- Large door to the balcony with view of building gardens.<br /><br />Large Kitchen with:<br />- Oven.<br />- Stove.<br />- Waterboiler.<br />- Coffee maker.<br /><br />Bathroom with:<br />- Toilet.<br />- Large c",https://a0.muscache.com/pictures/8342b4da-66ec-47fd-9dd2-e2cd2b6dfeea.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3524,4.89692,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Washer"", ""Dedicated workspace"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron""]",100,2,1125,4.57,4.86,4.86,4.86
56,Entire rental unit,Hinde56@gmail.com,mediterranean ambiance appartment,"<b>The space</b><br />If you love Mediterranean ambiance, this apartment is the place to be! It's inspired by the Moroccan style, decorated with objects which I brought home from my trips. The whole apartment has been renovated in 2009.<br /><br />Within the 75 square meters you'll find a large living room of 48 m?  with an open kitchen,  the master bedroom, a children s bedroom,  a bathroom with bath and a balcony. The kitchen is equipped with all modern comfort  such as a washing machine, a micro wave and a large refrigerator.<br /><br />If you happen to stay here as a family, you will find everything necessary to occupy your child, from books to toys, to dvd's ( also for adults) since I have a four year old son. Even the baby- carriage is waiting for you downstairs.<br /><br />The apartment is situated in the hippest part of the Baarsjes in a street which is very quiet. You'll find all the necessary shops  in three minutes walking distance to do your  groceries.  But also trendy res",https://a0.muscache.com/pictures/12145315/731ae397_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36769,4.8626,Entire home/apt,1 bath,2,0,4,"[""Stove"", ""Hot water"", ""Kitchen"", ""Wifi"", ""Oven"", ""TV"", ""Heating"", ""Refrigerator"", ""Dishes and silverware""]",150,4,14,4.83,4.83,4.67,4.67
57,Private room in rental unit,Quynh57@gmail.com,Spacious room near by the centre,It's a quiet place just 15 minutes by bike and 20 minutes with the bus from the centre! And the bus is only a 2 minute walk from the apartment. <br /><br />We have the supermarket with 5 minute walk. <br />If you would like to come with the car there is enough parking space in the front that is free.<br /><br />And also feel free to use the kitchen if you need it!<br />We have washing machine and a washer dryer.<br /><br />If you have any more questions you are more then welcome to message me!<br /><br /><b>Guest access</b><br />You are able to use the bathroom and if i am not there you are free to use the kitchen,https://a0.muscache.com/pictures/3e8f3ae3-e7d7-42fc-8ba9-f13ac8c814e7.jpg,"Amsterdam, NH, Netherlands",52.40887,4.92418,Private room,1 shared bath,1,1,2,"[""Hangers"", ""Washer"", ""Dedicated workspace"", ""Stove"", ""Free parking on premises"", ""Dryer"", ""Long term stays allowed"", ""Microwave"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Oven"", ""TV"", ""Essentials"", ""Heating"", ""Refrigerator"", ""Patio or balcony"", ""Cooking basics"", ""Dishes and silverware""]",75,1,1125,4.75,5,4.25,5
58,Entire rental unit,JasonLotte58@gmail.com,Bright & comfy apartment nr Jordaan,".<br /><br /><b>The space</b><br />Come and enjoy Amsterdam in our 1 bedroom apartment (60m - +/- 600ft) in the west of Amsterdam, near to the Jordaan. Beautifully furnished throughout with 1 double bedroom with a brand new & comfy bed (160 x 200), which has access to the balcony where you can enjoy your breakfast. The modern kitchen also has direct access to the balcony and includes everything you'll need during your stay. The large living room/dining room has a comfy L shaped couch, dining table, flat screen tv, stereo (bring your mp3 player). The new renovated bathroom contains a bath which is quite unusual for Amsterdam.<br /><br />Bos en Lommer is situated to the west of Amsterdam, it's a trendy and upcoming area with a multicultural atmosphere. We are within minutes of the Westerpark where you will find several bars, restaurants and a cool indie cinema. Additionally there is a supermarket (open until 2200), a newsagents, various take away options (Indian, sushi, Surinamese, Indon",https://a0.muscache.com/pictures/19381313/8c7245ed_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.38129,4.85746,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Stove"", ""Cable TV"", ""Cleaning before checkout"", ""TV with standard cable"", ""Dishwasher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Oven"", ""Essentials"", ""Heating"", ""Refrigerator"", ""Patio or balcony"", ""Cooking basics"", ""Dishes and silverware""]",79,5,1125,5,4.75,5,4.25
59,Entire rental unit,Heleen59@gmail.com,Cosy apartment just outside popular Jordaan,Cosy and central apartment for a couple or two friends. Really nice located just outside of the popular Jordaan area.,https://a0.muscache.com/pictures/8de1f37f-9e32-49e9-bf43-3a56204097c0.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37938,4.87587,Entire home/apt,1 bath,1,1,2,"[""Dedicated workspace"", ""Carbon monoxide alarm"", ""Private entrance"", ""Hot water"", ""Wifi"", ""Kitchen"", ""TV"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Bed linens""]",90,1,7,5,5,5,5
60,Entire rental unit,Sandra60@gmail.com,Modern APT | Garden | Close to the Amstel river!,"The apartment is located on the ground floor and has a spacious living room with kitchen, bedroom, bathroom and garden.<br /><br />Located at the famous Weesperzijde near many bars/ restaurants. At Hesp (or one of the other bars/rests) you can have a nice Dutch beer while seeing the sun set on one of the most beautiful locations in Amsterdam.<br />- Bedroom (quiet!) with direct access to the garden<br />- bathroom with shower/toilet<br />- towels/bedding included<br />- bus/tram @ 100 meters, train/metro @ 5 minutes<br /><br /><b>The space</b><br />The apartment is located very central in Amsterdam on 15 minutes from Central Station (by metro) and on walking distance from the area the 'Pijp'. Remember, Amsterdam is a city, but also a village, one can easily walk everywhere ?<br /><br />The living area included living room and kitchen and is split level. The apartment is warm & cosy, quiet and a home away from home. The bedroom is located in the back with an entrance to the garden.<br /",https://a0.muscache.com/pictures/ab5b098b-e9b2-44c6-b21f-b817c6af5313.jpg,"Amsterdam, Noord-Holland, Netherlands",52.34983,4.91201,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Backyard"", ""Cable TV"", ""Private entrance"", ""Patio or balcony"", ""Pocket wifi""]",175,2,1125,5,5,5,4.79
61,Entire rental unit,Kathelijn61@gmail.com,Cozy&light apartment walking distance downtown!,"Cozy & light one bedroom apartment located in Oud-West, one of the most popular areas of Amsterdam. You have the famous shopping street just at your feet, Ten Katemarket with fresh food, Foodhallen on walking dictance, Leidse square on walking dictance. <br />Many many local great cafe's and restaurants that are loved by locals!<br /><br /><b>The space</b><br />My cosy & light appartment will make you feel right at home!<br /><br />It is located in the vibrant, popular Oud-West neighbourhood, close to the city centre.<br /> <br />You will have the place all for yourself and it features a modern, well-equipped kitchen, sitting area and dining table.<br /><br />The apartment also features a small private bathroom fitted with a sink, shower and toilet.<br /><br /><b>Guest access</b><br />The whole apartement with it's all comfort is for your service!<br /><br /><b>Other things to note</b><br />Good to know: <br />- Located on the third floor, the bedroom is up another stairs inside the ap",https://a0.muscache.com/pictures/0911009b-4864-4cc6-8c86-3928b156b1fd.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36262,4.86041,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""TV"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Coffee maker"", ""Dishes and silverware""]",125,2,10,4.75,4.5,4.75,5
62,Entire rental unit,Marie62@gmail.com,Lovely and quiet apartment with small garden,"Welcome in Amsterdam in the neighbourhood of Bos en Lommer. You are at 3 min walking from the Westerpark, 10min by bike from the inner centre and 8 min by tram from Amsterdam Sloterdijk.<br />The house is located in a quite street with calm neighbours. <br />The apartment is perfect for a weekend with your partner or a friend to discover the beautiful Amsterdam. <br />My two cats Lili and Nelson stays in the apartment when I am away. They are very sweet and do not need much maintenance.<br /><br /><b>The space</b><br />The house is a 3 rooms apartment (55sqm) with a living room/fully equipped kitchen, a bedroom with a very comfy queen size bed and a second (storage) room to access the small garden in the back.  <br />There is one bathroom with shower and one separate toilet.<br /><br /><b>Guest access</b><br />You can access the house from the station Amsterdam Sloterdijk and the tram 19 (3 stops - 8min) or from Amsterdam Central Station with the bus 21 (20min).<br /><br /><b>Other thi",https://a0.muscache.com/pictures/ae27f96c-b7ad-4543-ba00-d615630b5e58.jpg,"Amsterdam, Noord-Holland, Netherlands",52.38216,4.85575,Entire home/apt,1.5 baths,1,1,2,"[""Washer"", ""Stove"", ""Backyard"", ""Single level home"", ""Shampoo"", ""Dishwasher"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Oven"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Dishes and silverware""]",120,2,6,5,4.75,4.75,4.75
